length,net_charge,% Hydrophobe,Boman Index
18.0,2.0,61.0,-1.32
13.0,3.0,69.0,-0.86
38.0,2.0,36.0,1.53
13.0,2.0,61.0,-1.23
44.0,1.0,29.0,1.72
42.0,2.0,45.0,0.95
28.0,1.0,53.0,-0.36
31.0,1.0,48.0,0.4
25.0,3.0,40.0,0.71
29.0,-1.0,41.0,1.09
32.0,0.0,50.0,0.16
29.0,0.0,41.0,0.91
28.0,1.0,53.0,-0.23
29.0,1.0,51.0,0.16
29.0,0.0,37.0,1.07
28.0,0.0,50.0,-0.02
41.0,3.0,46.0,-0.65
8.0,0.0,75.0,-1.81
71.0,0.0,45.0,-0.4
11.0,-1.0,36.0,2.28
27.0,0.0,40.0,0.51
27.0,4.0,44.0,-0.19
27.0,4.0,44.0,-0.11
18.0,3.0,44.0,-0.73
22.0,4.0,59.0,-0.9
22.0,3.0,50.0,0.34
25.0,4.0,48.0,0.17
25.0,3.0,40.0,0.04
25.0,2.0,44.0,-0.36
12.0,0.0,58.0,-1.83
15.0,1.0,46.0,-1.55
25.0,2.0,44.0,-0.31
25.0,2.0,44.0,-0.31
25.0,1.0,56.0,-1.17
18.0,2.0,55.0,-0.75
32.0,4.0,46.0,1.17
16.0,2.0,56.0,-1.09
103.0,7.0,26.0,1.69
102.0,5.0,27.0,1.94
42.0,10.0,38.0,1.3
31.0,5.0,45.0,1.07
71.0,6.0,32.0,2.38
16.0,1.0,62.0,-2.22
24.0,4.0,58.0,-0.69
13.0,3.0,53.0,-0.84
17.0,3.0,64.0,-1.34
49.0,5.0,38.0,2.1
51.0,5.0,37.0,2.39
59.0,3.0,30.0,2.4
14.0,2.0,50.0,-0.34
14.0,1.0,50.0,-0.59
24.0,3.0,41.0,1.06
22.0,2.0,36.0,3.04
74.0,0.0,33.0,2.05
39.0,7.0,38.0,1.43
41.0,8.0,39.0,1.67
92.0,5.0,39.0,1.56
10.0,-4.0,10.0,7.87
41.0,-2.0,17.0,5.19
68.0,1.0,8.0,6.4
63.0,0.0,11.0,5.59
25.0,3.0,48.0,0.19
22.0,2.0,36.0,0.51
45.0,10.0,40.0,1.97
45.0,9.0,40.0,2.13
31.0,3.0,16.0,6.36
82.0,-1.0,48.0,1.09
24.0,3.0,66.0,-0.54
24.0,4.0,66.0,-0.67
21.0,3.0,52.0,-1.26
21.0,3.0,52.0,-1.24
36.0,2.0,33.0,1.11
23.0,3.0,43.0,0.38
23.0,3.0,43.0,0.79
30.0,1.0,43.0,0.29
22.0,0.0,59.0,-0.86
23.0,-4.0,21.0,2.65
13.0,2.0,61.0,-1.86
13.0,2.0,61.0,-1.96
13.0,2.0,61.0,-2.11
37.0,5.0,48.0,0.66
31.0,4.0,45.0,0.8
24.0,4.0,58.0,-0.24
24.0,4.0,62.0,-0.87
24.0,3.0,54.0,-0.18
24.0,4.0,54.0,-0.15
24.0,4.0,62.0,-0.8
34.0,3.0,47.0,0.78
31.0,5.0,35.0,1.82
79.0,3.0,35.0,1.54
125.0,11.0,28.0,2.99
121.0,9.0,29.0,2.12
120.0,6.0,29.0,2.65
149.0,3.0,33.0,1.65
149.0,1.0,33.0,1.77
101.0,-1.0,32.0,2.3
128.0,16.0,32.0,2.16
70.0,7.0,52.0,-0.14
69.0,8.0,43.0,1.34
73.0,6.0,38.0,1.51
73.0,8.0,39.0,1.17
73.0,6.0,39.0,1.27
103.0,20.0,28.0,2.7
77.0,11.0,36.0,2.25
73.0,11.0,41.0,1.83
68.0,9.0,42.0,1.93
87.0,11.0,41.0,2.1
93.0,9.0,32.0,2.41
73.0,10.0,41.0,2.25
75.0,6.0,37.0,2.27
74.0,11.0,33.0,2.03
75.0,11.0,36.0,1.89
71.0,6.0,36.0,2.42
69.0,5.0,37.0,1.39
77.0,7.0,37.0,2.23
127.0,15.0,37.0,1.81
111.0,16.0,27.0,2.65
69.0,4.0,40.0,1.85
107.0,12.0,34.0,1.87
59.0,19.0,25.0,3.28
127.0,4.0,31.0,1.7
29.0,3.0,34.0,2.25
133.0,13.0,36.0,2.71
119.0,5.0,7.0,0.26
109.0,5.0,7.0,0.35
120.0,5.0,7.0,0.25
31.0,5.0,45.0,1.33
22.0,2.0,50.0,0.57
25.0,2.0,52.0,0.31
17.0,2.0,64.0,-1.57
24.0,4.0,54.0,-0.59
24.0,4.0,54.0,-0.89
33.0,4.0,45.0,1.11
33.0,4.0,42.0,1.23
37.0,5.0,48.0,0.53
28.0,3.0,46.0,1.13
28.0,3.0,50.0,0.3
24.0,4.0,66.0,-1.23
24.0,4.0,66.0,-1.23
19.0,3.0,57.0,-0.59
36.0,1.0,47.0,0.47
17.0,2.0,64.0,-2.3
42.0,0.0,33.0,0.82
98.0,11.0,23.0,1.71
38.0,2.0,42.0,1.2
19.0,3.0,42.0,1.41
63.0,1.0,36.0,1.65
14.0,2.0,50.0,-0.11
13.0,2.0,53.0,-0.05
13.0,2.0,61.0,-1.3
13.0,2.0,61.0,-1.58
75.0,1.0,25.0,1.91
75.0,6.0,26.0,2.14
95.0,4.0,23.0,2.51
101.0,-3.0,32.0,1.95
114.0,-5.0,42.0,0.78
121.0,-3.0,28.0,1.36
23.0,7.0,43.0,-0.34
25.0,7.0,44.0,2.62
22.0,7.0,50.0,0.51
21.0,3.0,47.0,0.48
23.0,1.0,43.0,-0.53
13.0,2.0,61.0,-2.22
32.0,2.0,40.0,1.63
13.0,4.0,53.0,0.38
31.0,2.0,45.0,0.43
22.0,6.0,36.0,0.9
95.0,10.0,35.0,2.22
95.0,9.0,37.0,1.98
98.0,9.0,39.0,1.62
101.0,9.0,35.0,1.95
50.0,5.0,48.0,1.2
97.0,10.0,37.0,1.88
65.0,6.0,43.0,1.4
95.0,9.0,35.0,2.28
95.0,9.0,35.0,2.28
99.0,2.0,39.0,1.49
80.0,2.0,36.0,2.41
81.0,-1.0,43.0,1.76
163.0,5.0,34.0,1.45
174.0,6.0,31.0,2.0
70.0,3.0,40.0,1.46
22.0,2.0,40.0,0.11
80.0,6.0,42.0,1.72
38.0,5.0,42.0,0.93
20.0,5.0,50.0,-0.13
69.0,14.0,39.0,1.48
21.0,0.0,57.0,0.02
22.0,1.0,40.0,0.11
17.0,3.0,64.0,-1.14
25.0,0.0,40.0,1.15
104.0,0.0,39.0,1.5
71.0,-1.0,29.0,2.9
38.0,9.0,42.0,1.79
92.0,1.0,33.0,1.39
25.0,4.0,44.0,0.62
28.0,1.0,42.0,0.76
16.0,1.0,62.0,-1.84
53.0,13.0,11.0,4.1
18.0,2.0,66.0,-1.74
18.0,2.0,61.0,-1.5
31.0,8.0,38.0,3.88
12.0,3.0,58.0,-0.6
25.0,6.0,52.0,0.51
25.0,6.0,52.0,0.88
43.0,0.0,32.0,3.58
35.0,-1.0,0.0,0.7
25.0,5.0,24.0,3.47
77.0,8.0,41.0,1.14
127.0,16.0,39.0,2.3
56.0,1.0,41.0,1.57
114.0,15.0,30.0,3.39
6.0,0.0,50.0,0.31
6.0,0.0,50.0,0.13
6.0,0.0,33.0,1.01
6.0,0.0,33.0,0.82
12.0,1.0,33.0,0.31
9.0,-1.0,44.0,3.29
137.0,3.0,36.0,2.38
37.0,3.0,37.0,1.48
18.0,-1.0,66.0,-0.68
19.0,5.0,52.0,0.91
19.0,5.0,52.0,0.92
19.0,5.0,57.0,0.63
9.0,3.0,55.0,-0.28
29.0,6.0,37.0,2.39
13.0,-3.0,15.0,3.48
10.0,6.0,20.0,2.86
61.0,4.0,39.0,1.78
133.0,8.0,12.0,-0.64
131.0,8.0,12.0,-0.64
50.0,-1.0,40.0,1.42
10.0,1.0,70.0,-3.12
16.0,5.0,43.0,0.88
21.0,5.0,47.0,1.24
34.0,6.0,44.0,1.34
14.0,1.0,50.0,-0.75
13.0,1.0,61.0,-1.63
13.0,1.0,53.0,-0.71
13.0,2.0,69.0,-1.16
13.0,2.0,61.0,-0.39
13.0,2.0,61.0,-0.98
38.0,1.0,50.0,0.19
35.0,-2.0,54.0,-0.68
21.0,0.0,57.0,0.02
13.0,2.0,61.0,-1.06
13.0,1.0,61.0,-2.18
30.0,3.0,50.0,0.23
43.0,5.0,32.0,2.47
73.0,-11.0,45.0,1.72
79.0,-4.0,40.0,1.32
24.0,7.0,45.0,1.61
59.0,0.0,62.0,-0.27
89.0,12.0,21.0,3.2
19.0,2.0,26.0,0.55
55.0,23.0,29.0,2.34
44.0,4.0,29.0,2.44
17.0,1.0,52.0,-1.12
17.0,1.0,58.0,-2.02
41.0,3.0,31.0,2.05
19.0,2.0,47.0,0.02
18.0,4.0,33.0,2.79
26.0,4.0,34.0,2.19
40.0,4.0,45.0,1.48
21.0,6.0,42.0,1.45
32.0,4.0,40.0,1.17
10.0,2.0,60.0,-1.27
79.0,6.0,35.0,2.52
57.0,5.0,26.0,2.9
70.0,6.0,51.0,0.0
53.0,6.0,54.0,-0.04
44.0,5.0,52.0,0.32
11.0,1.0,54.0,0.48
30.0,5.0,33.0,1.69
44.0,4.0,54.0,0.13
31.0,1.0,41.0,0.64
43.0,6.0,48.0,0.52
121.0,2.0,33.0,1.76
102.0,-1.0,39.0,1.22
155.0,14.0,23.0,-0.18
130.0,8.0,40.0,2.28
31.0,3.0,32.0,1.84
97.0,9.0,37.0,1.98
26.0,7.0,46.0,1.65
4.0,0.0,25.0,-1.69
13.0,1.0,61.0,-2.16
13.0,-1.0,46.0,1.17
23.0,3.0,65.0,-1.1
26.0,3.0,50.0,0.09
31.0,2.0,45.0,0.8
26.0,3.0,53.0,-0.24
31.0,2.0,41.0,0.54
16.0,1.0,56.0,0.76
30.0,2.0,43.0,0.69
23.0,4.0,56.0,0.03
17.0,2.0,64.0,-2.12
13.0,2.0,61.0,-2.03
13.0,2.0,61.0,-1.97
13.0,2.0,61.0,-1.7
37.0,4.0,51.0,0.42
30.0,2.0,50.0,0.21
24.0,3.0,66.0,-0.25
24.0,4.0,66.0,-0.67
33.0,3.0,48.0,0.81
33.0,2.0,51.0,-0.14
30.0,5.0,50.0,-0.22
27.0,4.0,44.0,0.55
27.0,4.0,48.0,0.09
24.0,3.0,50.0,-0.18
18.0,3.0,44.0,-0.41
23.0,3.0,39.0,0.54
25.0,3.0,44.0,-0.07
24.0,4.0,45.0,-0.06
25.0,3.0,44.0,-0.15
25.0,3.0,44.0,-0.11
25.0,3.0,48.0,-0.13
25.0,5.0,48.0,0.79
16.0,4.0,62.0,-0.86
22.0,3.0,59.0,-0.75
12.0,4.0,58.0,-0.41
12.0,4.0,58.0,-0.45
30.0,3.0,50.0,0.26
33.0,4.0,51.0,0.3
33.0,2.0,51.0,-0.02
47.0,8.0,36.0,1.22
37.0,5.0,48.0,0.45
31.0,4.0,45.0,1.85
13.0,2.0,69.0,-2.37
10.0,1.0,30.0,3.97
30.0,5.0,40.0,1.46
30.0,5.0,36.0,1.11
24.0,2.0,45.0,0.58
29.0,7.0,48.0,0.26
29.0,5.0,48.0,0.22
27.0,4.0,40.0,0.14
25.0,4.0,44.0,0.0
27.0,4.0,40.0,0.11
25.0,3.0,44.0,-0.19
23.0,4.0,47.0,-0.31
23.0,4.0,47.0,-0.12
24.0,4.0,50.0,-0.27
29.0,5.0,48.0,0.55
27.0,4.0,48.0,0.06
54.0,6.0,31.0,1.57
37.0,3.0,43.0,0.34
36.0,6.0,50.0,1.42
22.0,7.0,27.0,3.7
32.0,4.0,28.0,2.08
31.0,1.0,48.0,0.12
31.0,0.0,54.0,-0.19
31.0,1.0,45.0,0.22
30.0,3.0,36.0,1.09
43.0,-6.0,20.0,4.13
39.0,3.0,20.0,1.06
51.0,4.0,47.0,1.4
45.0,4.0,37.0,2.5
8.0,1.0,87.0,-2.97
13.0,1.0,53.0,-0.8
13.0,1.0,53.0,-0.9
10.0,-2.0,20.0,2.07
134.0,7.0,34.0,2.2
131.0,10.0,32.0,2.51
121.0,9.0,34.0,2.57
8.0,1.0,25.0,4.13
29.0,0.0,55.0,0.81
46.0,0.0,39.0,1.22
99.0,-2.0,31.0,2.31
7.0,1.0,14.0,1.84
10.0,0.0,40.0,-0.33
23.0,-2.0,8.0,0.6
13.0,4.0,38.0,0.73
20.0,2.0,50.0,-0.86
20.0,2.0,55.0,-1.08
42.0,0.0,14.0,0.12
13.0,3.0,23.0,3.66
22.0,-1.0,9.0,3.18
76.0,-1.0,35.0,2.03
40.0,10.0,37.0,2.33
14.0,4.0,64.0,-0.53
18.0,2.0,61.0,-1.49
17.0,1.0,64.0,-1.73
47.0,7.0,38.0,1.87
22.0,1.0,40.0,0.61
44.0,5.0,59.0,-0.04
31.0,2.0,61.0,-1.12
13.0,3.0,69.0,-0.65
14.0,3.0,64.0,-0.64
14.0,3.0,64.0,-0.83
14.0,3.0,64.0,-0.97
14.0,3.0,71.0,-1.12
13.0,2.0,61.0,0.53
13.0,1.0,61.0,-2.33
11.0,1.0,54.0,-1.86
12.0,2.0,50.0,-0.43
53.0,7.0,16.0,1.51
6.0,0.0,100.0,-3.82
44.0,9.0,31.0,4.03
16.0,2.0,50.0,-1.7
16.0,2.0,50.0,-1.43
16.0,3.0,43.0,3.13
28.0,4.0,25.0,5.3
7.0,-3.0,71.0,-1.17
7.0,-3.0,71.0,-1.17
7.0,-3.0,71.0,-1.17
2.0,-2.0,50.0,0.94
4.0,-1.0,75.0,-1.98
4.0,-2.0,75.0,-1.98
29.0,3.0,44.0,0.44
21.0,4.0,33.0,0.06
19.0,5.0,31.0,0.99
19.0,3.0,52.0,-0.54
58.0,6.0,36.0,2.11
17.0,3.0,47.0,0.13
18.0,3.0,55.0,-0.85
19.0,5.0,57.0,0.06
14.0,2.0,42.0,-0.1
14.0,5.0,28.0,2.59
31.0,-2.0,61.0,-0.23
21.0,-3.0,57.0,0.76
64.0,5.0,54.0,-0.43
57.0,0.0,50.0,0.24
106.0,5.0,35.0,0.9
76.0,1.0,27.0,1.28
41.0,0.0,48.0,0.5
26.0,5.0,57.0,-0.31
43.0,3.0,37.0,0.73
14.0,1.0,50.0,-0.75
13.0,-3.0,23.0,3.08
26.0,4.0,26.0,2.61
55.0,7.0,40.0,1.61
49.0,1.0,30.0,2.48
24.0,0.0,37.0,0.28
20.0,3.0,55.0,0.07
14.0,-1.0,71.0,-0.3
10.0,3.0,60.0,0.98
25.0,5.0,44.0,1.02
23.0,3.0,60.0,-1.0
23.0,3.0,60.0,-0.75
31.0,2.0,45.0,0.64
21.0,4.0,66.0,-0.78
65.0,7.0,38.0,1.42
5.0,0.0,20.0,0.07
9.0,1.0,66.0,-2.89
18.0,3.0,61.0,-1.24
16.0,3.0,56.0,-0.39
47.0,2.0,31.0,3.25
34.0,15.0,38.0,2.51
34.0,15.0,41.0,1.58
127.0,8.0,37.0,1.88
127.0,5.0,32.0,2.15
37.0,7.0,43.0,1.45
47.0,6.0,31.0,3.47
22.0,4.0,40.0,0.76
13.0,4.0,61.0,2.04
5.0,0.0,0.0,2.3
16.0,1.0,50.0,0.11
45.0,1.0,51.0,0.25
55.0,7.0,38.0,1.73
27.0,3.0,51.0,-0.34
66.0,10.0,31.0,2.19
22.0,6.0,45.0,1.63
40.0,0.0,40.0,1.5
14.0,0.0,50.0,0.56
57.0,6.0,38.0,2.26
6.0,0.0,16.0,3.31
98.0,2.0,39.0,1.52
95.0,-2.0,43.0,1.32
95.0,2.0,43.0,1.69
25.0,4.0,44.0,1.86
52.0,0.0,28.0,2.82
16.0,4.0,43.0,1.53
17.0,3.0,52.0,-0.93
23.0,3.0,43.0,0.19
10.0,-2.0,20.0,2.21
78.0,11.0,38.0,1.99
71.0,13.0,30.0,2.2
48.0,3.0,33.0,1.79
38.0,3.0,34.0,1.8
38.0,8.0,34.0,3.49
28.0,9.0,46.0,0.5
33.0,8.0,33.0,1.82
16.0,3.0,62.0,-2.27
17.0,2.0,64.0,-2.04
17.0,2.0,64.0,-2.03
24.0,4.0,54.0,-0.78
24.0,4.0,54.0,-0.7
24.0,4.0,54.0,-0.87
24.0,4.0,54.0,-0.31
33.0,3.0,45.0,0.25
35.0,4.0,42.0,0.74
13.0,2.0,61.0,-2.11
24.0,4.0,62.0,-0.84
24.0,4.0,62.0,-0.73
33.0,4.0,48.0,1.05
17.0,2.0,58.0,-0.7
31.0,4.0,45.0,0.66
29.0,3.0,51.0,0.43
29.0,4.0,51.0,0.33
37.0,5.0,48.0,0.54
33.0,4.0,51.0,-0.05
35.0,2.0,22.0,6.39
26.0,4.0,53.0,1.14
22.0,3.0,59.0,0.7
46.0,2.0,32.0,2.03
23.0,3.0,43.0,0.05
28.0,4.0,42.0,0.35
23.0,3.0,43.0,0.08
21.0,4.0,52.0,-0.76
28.0,4.0,39.0,0.38
28.0,3.0,39.0,0.43
14.0,1.0,64.0,-0.77
14.0,2.0,57.0,-0.5
27.0,4.0,44.0,-0.19
25.0,2.0,40.0,0.58
25.0,3.0,44.0,-0.21
25.0,3.0,40.0,0.43
21.0,4.0,57.0,-0.92
19.0,2.0,63.0,-0.86
19.0,2.0,63.0,-0.74
40.0,2.0,32.0,2.44
39.0,3.0,25.0,2.99
40.0,5.0,40.0,1.43
40.0,3.0,42.0,2.17
40.0,5.0,42.0,1.57
40.0,5.0,42.0,1.63
40.0,5.0,42.0,1.59
40.0,5.0,42.0,1.37
40.0,3.0,45.0,1.48
34.0,6.0,50.0,1.61
34.0,5.0,38.0,2.18
32.0,5.0,43.0,1.73
47.0,7.0,29.0,2.19
60.0,5.0,43.0,1.02
63.0,8.0,44.0,1.32
39.0,3.0,30.0,2.25
43.0,7.0,46.0,1.05
42.0,7.0,45.0,1.12
49.0,0.0,26.0,2.8
25.0,4.0,32.0,2.85
16.0,4.0,37.0,1.16
35.0,4.0,45.0,1.02
19.0,0.0,47.0,1.53
63.0,12.0,39.0,2.31
68.0,6.0,58.0,0.04
41.0,2.0,36.0,1.04
51.0,5.0,39.0,1.83
52.0,6.0,40.0,1.95
26.0,-1.0,42.0,0.88
18.0,-2.0,55.0,0.35
20.0,-1.0,50.0,0.43
20.0,1.0,55.0,-1.16
50.0,-5.0,40.0,1.0
44.0,-2.0,54.0,0.2
102.0,-1.0,27.0,2.87
17.0,1.0,58.0,-1.5
60.0,6.0,25.0,2.93
40.0,0.0,17.0,3.35
124.0,15.0,31.0,2.49
71.0,8.0,23.0,2.32
53.0,6.0,22.0,3.02
38.0,5.0,26.0,4.05
32.0,4.0,31.0,4.33
66.0,8.0,21.0,2.42
50.0,8.0,22.0,2.35
40.0,2.0,52.0,-0.4
14.0,4.0,50.0,0.63
30.0,6.0,30.0,2.55
20.0,5.0,40.0,1.4
61.0,2.0,37.0,1.34
64.0,6.0,34.0,2.09
66.0,4.0,36.0,1.6
40.0,6.0,50.0,1.72
43.0,6.0,41.0,1.19
24.0,4.0,50.0,-0.02
13.0,1.0,53.0,-0.54
76.0,6.0,38.0,1.5
33.0,3.0,48.0,0.87
28.0,5.0,39.0,1.86
25.0,6.0,52.0,0.02
10.0,0.0,30.0,1.16
60.0,7.0,33.0,1.95
108.0,11.0,34.0,1.79
31.0,1.0,19.0,5.21
13.0,1.0,69.0,-2.01
72.0,4.0,36.0,1.62
76.0,7.0,40.0,1.51
58.0,6.0,39.0,1.6
19.0,3.0,63.0,-0.9
23.0,4.0,60.0,-0.44
22.0,4.0,59.0,-0.33
23.0,4.0,65.0,-0.98
21.0,3.0,66.0,-0.47
30.0,12.0,43.0,2.28
13.0,5.0,53.0,-0.51
31.0,1.0,48.0,-0.21
6.0,0.0,66.0,-1.89
6.0,0.0,66.0,-1.75
6.0,0.0,66.0,-1.75
6.0,0.0,66.0,-1.89
6.0,1.0,66.0,-0.81
6.0,1.0,66.0,-0.67
6.0,0.0,66.0,-1.75
65.0,6.0,41.0,2.7
37.0,10.0,24.0,3.44
38.0,0.0,50.0,-0.43
68.0,-2.0,48.0,-0.21
13.0,2.0,53.0,-0.29
64.0,5.0,54.0,-0.66
35.0,2.0,34.0,0.67
42.0,1.0,42.0,0.47
42.0,1.0,42.0,0.49
42.0,2.0,42.0,0.47
38.0,9.0,34.0,2.7
37.0,8.0,37.0,2.36
38.0,7.0,31.0,2.22
52.0,7.0,34.0,2.74
38.0,6.0,31.0,2.49
25.0,3.0,36.0,2.63
17.0,1.0,58.0,-0.14
14.0,3.0,71.0,-1.31
14.0,2.0,64.0,-2.06
25.0,3.0,52.0,-0.04
32.0,2.0,43.0,0.61
32.0,3.0,43.0,0.93
35.0,0.0,17.0,1.18
70.0,4.0,14.0,3.14
19.0,3.0,63.0,-1.45
25.0,4.0,44.0,0.02
41.0,-2.0,53.0,0.31
10.0,1.0,50.0,-0.52
21.0,2.0,52.0,-1.01
21.0,2.0,52.0,-1.45
24.0,4.0,62.0,-0.14
25.0,1.0,60.0,-0.77
24.0,1.0,62.0,0.16
33.0,2.0,45.0,1.1
24.0,4.0,58.0,-0.18
24.0,3.0,66.0,-0.63
46.0,5.0,43.0,0.6
46.0,5.0,43.0,0.76
46.0,6.0,43.0,1.08
43.0,3.0,37.0,1.9
43.0,3.0,37.0,2.06
114.0,11.0,22.0,1.37
34.0,9.0,47.0,1.15
12.0,0.0,41.0,0.87
14.0,0.0,42.0,0.86
11.0,1.0,36.0,2.29
91.0,5.0,30.0,1.25
34.0,10.0,38.0,3.84
35.0,1.0,45.0,1.02
93.0,-9.0,34.0,1.93
20.0,7.0,50.0,2.35
43.0,1.0,34.0,1.51
24.0,0.0,45.0,-0.26
39.0,4.0,38.0,1.62
35.0,5.0,40.0,0.94
87.0,12.0,37.0,2.09
